month,route,direction,year,quarter,month_num,time_trend,rev_index_route_month,freight_index,bunker,us_epu_index,capacity_index,congestion_dummy,eu_ip_index,uk_ip_index,trade_imbalance,gbp_eur_rate,uk_cpi,teu_volume,ln_rev_index_route_month,ln_freight_index,ln_bunker,ln_teu_volume,ln_us_epu_index,ln_gbp_eur_rate,ln_uk_cpi
2016-11-01,UK-DE,Exports,2016.0,4,11,11.0,4178754.798470919,963.35414,349.256,254.1013277977594,99.0,0,0.4,1.4,-843.9305264358791,1.181,119.11547416866236,4337.714060657817,15.245523865018729,6.870421090821038,5.855805177660225,8.37510277419769,5.537733115805419,0.16636153721522529,4.780093393771012
2016-12-01,UK-DE,Exports,2016.0,4,12,12.0,3757710.612880713,783.08344,395.302,161.42478617964736,99.0,0,-0.4,2.3,-2109.673547025247,1.1731,119.31220305856868,4798.6081954187575,15.139320450370642,6.66323925480874,5.9796500297383615,8.476081195561902,5.084039313931491,0.15964981752953764,4.7817436127123605
2017-01-01,UK-DE,Exports,2017.0,1,1,13.0,3222604.9280805215,636.43596,376.492,195.0406301487559,99.5,0,-0.1,-1.5,-2006.3609209278848,1.1649,119.50925686223113,5063.517982359956,14.985700574345447,6.455883800209817,5.930896798674226,8.52981677413563,5.273207896597081,0.1526352464235943,4.783393831653709
2017-02-01,UK-DE,Exports,2017.0,1,2,14.0,2977480.4476788575,691.79351,384.755,177.77771703078386,99.5,0,0.7,-0.7,-1396.9249180886345,1.1705,119.70663611627114,4304.00170663477,14.906588013499471,6.539287515134982,5.952606768086141,8.36730049836449,5.180533989189754,0.1574310079488285,4.785044050595057
2017-03-01,UK-DE,Exports,2017.0,1,3,15.0,5391392.099201635,1034.12534,364.376,154.6096950716648,99.5,0,-0.2,-0.5,-2117.7141609834816,1.1778,119.90434135819656,5213.480311005274,15.50031418397252,6.941311266290663,5.898186301526377,8.559002917681857,5.040903844870561,0.1636482915283333,4.786694269536405
2017-04-01,UK-DE,Exports,2017.0,2,4,16.0,3935010.112236001,856.37066,338.031,157.67652276048602,99.5,0,0.8,0.1,-2056.330082202143,1.1885,120.1023731264028,4594.984737375286,15.18542400964889,6.752703296436918,5.823137607253697,8.432720713211973,5.060545610092971,0.17269200781811148,4.788344488477754
2017-05-01,UK-DE,Exports,2017.0,2,5,17.0,2308959.3979079733,681.14818,337.471,129.88805773509438,99.5,0,0.4,0.7,-2675.1556344409855,1.1464,120.30073196017462,3389.8048408614604,14.652307503906572,6.523779874256654,5.821479580694815,8.128527629649918,4.866672985155452,0.13662659753182513,4.789994707419102
2017-06-01,UK-DE,Exports,2017.0,2,6,18.0,4295272.615457403,692.65068,326.145,120.638462013977,99.5,0,0.0,0.8,-980.5142833568724,1.1398,120.49941839968734,6201.210421763251,15.273025584135286,6.540525802840214,5.787342067755132,8.732499781295074,4.792798155620499,0.13085280841876207,4.79164492636045
2017-07-01,UK-DE,Exports,2017.0,3,7,19.0,3089984.648441579,717.21001,362.964,141.13833497496017,99.5,0,1.1,0.4,-2428.071492274388,1.1159,120.69843298600853,4308.340103119279,14.943676680719703,6.575368698688794,5.894303655793109,8.36830798203091,4.949740508528182,0.10966125420951839,4.793295145301799
2017-08-01,UK-DE,Exports,2017.0,3,8,20.0,5165612.460696339,918.25655,381.379,137.85970356732346,99.5,0,0.8,-0.3,-799.1287984257533,1.0857,120.89777626109928,5625.456699106953,15.457534232537176,6.822476817808014,5.943793631346302,8.635057414729161,4.926236527210913,0.0822249402556695,4.794945364243147
2017-09-01,UK-DE,Exports,2017.0,3,9,21.0,4757088.123740041,1012.31803,390.071,116.62001749224488,99.5,0,-0.4,2.0,-2884.799709299861,1.1341,121.09744876781583,4699.203197773767,15.375146300309058,6.919998059371708,5.96632877383642,8.45514824093735,4.758920935787524,0.12583938483914783,4.796595583184495
2017-10-01,UK-DE,Exports,2017.0,4,10,22.0,6123159.784992515,1146.68877,402.132,125.86584390490805,99.5,0,0.0,0.5,-2268.278596568246,1.1405,121.297451049911,5339.8619967234135,15.627588825986416,7.044633737676342,5.9967803929302175,8.582955088310074,4.835216608809424,0.13146676274230573,4.798245802125844
2017-11-01,UK-DE,Exports,2017.0,4,11,23.0,5806407.72840154,1168.11015,397.143,111.28268645750131,99.5,0,2.7,0.3,-1902.7617077831865,1.1361,121.4977836520356,4970.770717471755,15.574472646454376,7.0631424654484425,5.984296417341535,8.511330181005933,4.7120736887463375,0.12760134459372188,4.799896021067192
2017-12-01,UK-DE,Exports,2017.0,4,12,24.0,4185549.012862581,1020.77417,434.228,140.35018163208687,99.5,0,0.0,-0.7,-1490.9596956485657,1.126,121.69844711974004,4100.367285804832,15.247148439170793,6.9283166085869965,6.073569741776824,8.318831830583798,4.944140596943761,0.11867152971749854,4.80154624000854
2018-01-01,UK-DE,Exports,2018.0,1,1,25.0,4032193.9977314738,812.18274,424.069,160.96720482315624,100.0,0,-2.0,1.4,-1744.2092066030564,1.1432,121.89944199947573,4964.638866533255,15.20982120209261,6.699725364102975,6.0498961778409726,8.510095837989635,5.08120064748488,0.1338313476335206,4.803196458949889
2018-02-01,UK-DE,Exports,2018.0,1,2,26.0,3591369.293630532,864.70802,404.969,114.75555830719168,100.0,0,-0.9,0.1,-2365.047286705173,1.1284,122.10076883859658,4153.273949778483,15.094044106581375,6.762391900816399,6.003810520967082,8.331652205764977,4.742804286174452,0.12080070014570424,4.804846677891237
2018-03-01,UK-DE,Exports,2018.0,1,3,27.0,3849908.680805976,752.65749,434.294,187.09588988952652,100.0,0,0.5,-0.7,-2271.7435066917706,1.1377,122.30242818536048,5115.087183688261,15.163559986711485,6.62361026376168,6.073721724110322,8.539949722949805,5.231621265585664,0.12900868056353373,4.806496896832585
2018-04-01,UK-DE,Exports,2018.0,2,4,28.0,3655656.404522192,974.20995,466.4,139.0353863798274,100.0,0,-0.3,0.2,-3561.654496660206,1.1396,122.50442058893086,3752.4318084846,15.111786225882057,6.881626834828805,6.1450436350362825,8.230159391053252,4.934728479003281,0.13067732364161613,4.8081471157739335
2018-05-01,UK-DE,Exports,2018.0,2,5,29.0,4072107.843170976,819.98044,502.144,162.27669727441403,100.0,0,1.3,-0.8,-883.7517084897781,1.1372,122.7067465993781,4966.1036343391015,15.219671320941115,6.709280486315259,6.218886931147033,8.510390834625856,5.0893028861124945,0.12856910079470765,4.809797334715282
2018-06-01,UK-DE,Exports,2018.0,2,6,30.0,5539857.825649344,1049.71957,501.933,134.40277095276352,100.0,0,-0.2,1.5,-2649.593794850017,1.1303,122.90940676768108,5277.4645571762985,15.52747939515397,6.956278331289895,6.218466644648874,8.571201063864073,4.900841045084579,0.12248308421454845,4.81144755365663
2018-07-01,UK-DE,Exports,2018.0,3,7,31.0,7019886.5048236735,1330.84482,482.974,176.20507806975243,100.0,0,-1.4,-1.0,-1343.5415453881317,1.1227,123.1124016457287,5274.759610834021,15.764257608467265,7.1935692225672785,6.179962821975931,8.570688385899986,5.171648533005933,0.11573649848259676,4.813097772597978
2018-08-01,UK-DE,Exports,2018.0,3,8,32.0,6345908.63717272,1218.45821,518.559,114.9613708572396,100.0,0,1.3,0.9,-1266.487084205066,1.117,123.31573178632128,5208.146315639927,15.663320854105903,7.10534157621123,6.251053810974223,8.557979277894672,4.74459616634511,0.11064652008706365,4.814747991539327
2018-09-01,UK-DE,Exports,2018.0,3,9,33.0,4201399.225485658,1180.80049,543.053,120.9851906831101,100.0,0,-0.8,-0.7,-2802.971370406804,1.1227,123.51939774317216,3558.0940735260515,15.250928176696972,7.073947868819022,6.297206921063976,8.176980307877951,4.795668147057668,0.11573649848259676,4.816398210480675
2018-10-01,UK-DE,Exports,2018.0,4,10,34.0,6802365.98477558,1168.26094,536.106,136.11465330894578,100.0,0,0.3,-0.3,322.04124675212097,1.1285,123.7234000709092,5822.642657877083,15.732781048567205,7.063271545970672,6.2843319027126645,8.669509502596533,4.913497569614604,0.12088931727545338,4.818048429422023
2018-11-01,UK-DE,Exports,2018.0,4,11,35.0,3806093.8701760136,965.18739,423.201,164.94220233666894,100.0,0,-1.4,-0.5,-3307.684000681485,1.1268,123.92773932507632,3943.372975662284,15.152113990269246,6.8723222690157195,6.047847243490258,8.279791721253526,5.105595123666431,0.1193817570200805,4.819698648363372
2018-12-01,UK-DE,Exports,2018.0,4,12,36.0,5069192.543385958,999.44956,374.242,226.57688783543793,100.0,0,0.2,-1.9,-2354.3572460706337,1.1122,124.13241606213484,5071.984366460632,15.438692101224307,6.907204687434426,5.924902646985761,8.53148741378988,5.4230843479614705,0.10634003577132663,4.82134886730472
2019-01-01,UK-DE,Exports,2019.0,1,1,37.0,2431626.957158826,509.06874,426.383,284.1359376541715,100.5,0,1.0,2.9,-3084.7286057770907,1.1452,124.33743083946524,4776.618099077986,14.704071120976709,6.232583056548125,6.055338003388941,8.471488064428582,5.649452777354932,0.13557929424182294,4.822999086246068
2019-02-01,UK-DE,Exports,2019.0,1,2,38.0,2692361.3839612175,496.00482,460.199,123.63928802128096,100.5,0,-0.6,0.8,-783.6471236634643,1.1663,124.54278421536851,5428.095202706331,14.805929204407466,6.206585644419646,6.13165900463063,8.59934355998782,4.8173683587652985,0.15383634471486704,4.824649305187417
2019-03-01,UK-DE,Exports,2019.0,1,3,39.0,2463328.365218121,530.28554,452.744,180.63169968632656,100.5,0,0.2,0.4,-2429.624270559443,1.162,124.74847674906768,4645.286698215685,14.717023987428039,6.273415616186931,6.11532684432894,8.443608371241108,5.196460149867822,0.1501426584297194,4.826299524128765
2019-04-01,UK-DE,Exports,2019.0,2,4,40.0,3687273.8727604537,775.18785,472.32,109.68637345474951,100.5,0,-0.2,-2.2,-749.7096825868002,1.1621,124.95450900070948,4756.619795782987,15.12039795510867,6.653105387079115,6.157656721972053,8.467292568029555,4.697625143109433,0.1502287132466909,4.827949743070113
2019-05-01,UK-DE,Exports,2019.0,2,5,41.0,3847734.1674589296,867.91258,429.997,160.8581540301101,100.5,0,0.5,1.3,-2207.733766858286,1.1308,125.16088153136566,4433.319963467899,15.16299500508068,6.766090995302612,6.063778231919085,8.396904009778067,5.080522945779778,0.12292534683729825,4.829599962011462
2019-06-01,UK-DE,Exports,2019.0,2,6,42.0,4945710.575152168,1066.56164,446.239,207.99137228425923,100.5,0,-1.1,0.2,-2037.556550554914,1.1166,125.3675949030347,4637.060240749112,15.41403120839866,6.972195332771958,6.100854682930092,8.441835875626701,5.337496599438424,0.11028835389412306,4.83125018095281
2019-07-01,UK-DE,Exports,2019.0,3,7,43.0,6683281.631891447,1529.3925,476.707,207.745461743896,100.5,0,-0.3,0.4,-2953.747625873675,1.0979,125.57464967864328,4369.893033927816,15.715119687142229,7.332625876714225,6.166902046390779,8.382493810428004,5.336313588702232,0.09339926425854976,4.832900399894158
2019-08-01,UK-DE,Exports,2019.0,3,8,44.0,8366824.259989896,1954.62765,452.696,282.52293100286573,100.5,0,0.4,-0.7,-1714.737019128147,1.1069,125.78204642204769,4280.520773350308,15.939784951111877,7.577954993921533,6.115220818529229,8.361829957190343,5.643759718983812,0.10156331540944123,4.8345506188355065
2019-09-01,UK-DE,Exports,2019.0,3,9,45.0,8221427.67659339,1483.31977,462.775,186.6406965622766,100.5,0,-0.1,1.8,-572.515354998176,1.1276,125.9897856980356,5542.586192721877,15.922254435235034,7.302037942630147,6.137240974845748,8.620216492604888,5.229185359822995,0.12009148025782038,4.836200837776855
2019-10-01,UK-DE,Exports,2019.0,4,10,46.0,7847662.396802699,1338.02273,420.693,159.5113928417186,100.5,0,0.7,0.9,-628.7921233141424,1.1605,126.1978680723274,5865.118895852165,15.875726261565388,7.198948228585732,6.041903351522938,8.676778032979655,5.072115348148732,0.14885094673235474,4.837851056718203
2019-11-01,UK-DE,Exports,2019.0,4,11,47.0,5273025.376640624,1181.56511,426.848,170.48034105615363,100.5,0,-1.4,-0.1,-2051.0216756445407,1.1738,126.40629411157784,4462.746345515081,15.478114831063253,7.0745952030222465,6.056427977958633,8.403519628041007,5.138619988352378,0.16024634914209704,4.8395012756595515
2019-12-01,UK-DE,Exports,2019.0,4,12,48.0,3602064.395081413,840.59536,451.067,190.5049252842669,100.5,0,-1.8,0.1,-1769.1862010413151,1.1825,126.61506438337756,4285.134758632754,15.097017682148856,6.73411040268902,6.1116158872272335,8.362907279459836,5.249678048743121,0.16763084138395107,4.8411514946009
2020-01-01,UK-DE,Exports,2020.0,1,1,49.0,1857333.7414904537,369.05123,369.809,164.75530578231132,101.0,0,2.7,1.7,-96.0982049443237,1.1903,126.82417945625456,5032.726056733244,14.434652544968072,5.91093546909223,5.912986656136591,8.52371707587584,5.10446137791601,0.17420537619169696,4.842801713542248
2020-02-01,UK-DE,Exports,2020.0,1,2,50.0,1598866.153618463,419.24614,336.964,216.1912123553838,101.0,0,-0.7,1.9,-2334.989973311679,1.1626,127.03363989967588,3813.669348556108,14.284805282007621,6.03845819374382,5.819976099720357,8.246347088263802,5.376163258474248,0.1506588762851132,4.844451932483596
2020-03-01,UK-DE,Exports,2020.0,1,3,51.0,2478958.2884019893,504.92015,232.699,425.7791697764692,101.0,1,-11.4,-7.4,-1612.9118217439936,1.1254,127.24344628404904,4909.604594710648,14.723348984898355,6.224400297961381,5.449745772920413,8.498948686936973,6.053920831057179,0.11813852801704151,4.846102151424945
2020-04-01,UK-DE,Exports,2020.0,2,4,52.0,1798658.2728333925,504.68924,200.286,400.9447431705236,101.0,1,-18.5,-15.6,-90.52063730455257,1.1497,127.45359918072366,3563.892649729153,14.402551540933263,6.223942873523152,5.299746345071728,8.178608667410112,5.993823620231868,0.13950103877755743,4.847752370366293
2020-05-01,UK-DE,Exports,2020.0,2,5,53.0,1818576.9300027003,409.19055,221.848,503.9633367059844,101.0,1,14.0,7.4,-382.6651437172213,1.1121,127.66409916199297,4444.327783236197,14.413564846612656,6.014180939969163,5.40199246268399,8.399383906643493,6.222503520794366,0.10625011984265931,4.849402589307641
2020-06-01,UK-DE,Exports,2020.0,2,6,54.0,4966948.41124687,1453.26763,275.467,300.2401726881104,101.0,1,9.2,10.7,-371.8142189782288,1.104,127.87494680109542,3417.7795670346486,15.418316207735343,7.281569837937429,5.61846783920435,8.136746369797914,5.7045827299935015,0.09893994785490365,4.85105280824899
2020-07-01,UK-DE,Exports,2020.0,3,7,55.0,4435295.381768767,1030.61302,276.93,427.91536611277434,101.0,1,4.7,4.3,-1867.1402204175029,1.1109,128.08614267221614,4303.550698174536,15.305104773936106,6.9379090692317495,5.62376476667017,8.367195704704356,6.0589254333009634,0.10517049760553963,4.852703027190338
2020-08-01,UK-DE,Exports,2020.0,3,8,56.0,3791847.9031770425,1116.53035,264.614,263.471433963797,101.0,1,0.8,3.2,-3404.3587537817716,1.1201,128.29768735048864,3396.09926696309,15.148364031630958,7.017981254072423,5.578272160334078,8.130382777558536,5.573944952100062,0.11341796703555683,4.854353246131686
2020-09-01,UK-DE,Exports,2020.0,3,9,57.0,5312682.070605573,1336.07002,245.914,252.58784270321777,101.0,1,0.5,1.0,-98.50102580072416,1.1024,128.50958141199632,3976.3500348623743,15.485607363741524,7.197487762902866,5.504981881314376,8.288119600838657,5.531759080108992,0.09748962127725712,4.856003465073035
2020-10-01,UK-DE,Exports,2020.0,4,10,58.0,5092934.860268546,991.34601,238.178,305.76662668120656,101.0,1,2.9,-0.1,-1152.1261054020788,1.1123,128.72182543377394,5137.393814969353,15.443364815733613,6.899063625761825,5.47301829329393,8.544301189971787,5.722822153076337,0.10642994361584661,4.857653684014383
2020-11-01,UK-DE,Exports,2020.0,4,11,59.0,4045494.726595609,918.89463,293.38,327.60960495189306,101.0,1,2.8,0.8,-3026.3866802308794,1.117,128.9344199938094,4402.566512545197,15.213114406705664,6.823171458545917,5.681468697059617,8.389942948159746,5.791822670694089,0.11064652008706365,4.859303902955731
2020-12-01,UK-DE,Exports,2020.0,4,12,60.0,4141023.9236807968,1009.01167,318.292,326.61663006838853,101.0,1,-0.8,-0.3,-2505.487214367042,1.1185,129.1473656710451,4104.03967248545,15.236453639782399,6.916726586193563,5.76296920045036,8.319727053588837,5.788787098004251,0.1119885019480473,4.8609541218970795
2021-01-01,UK-DE,Exports,2021.0,1,1,61.0,3305113.636486155,1059.39005,325.952,261.30613275031254,101.5,1,1.5,-2.6,-2085.3403155365654,1.1287,129.36066304537965,3119.8269574895053,15.010981413879907,6.96544859695758,5.786750131262139,8.045532816922329,5.565692642401597,0.12106652797944362,4.862604340838428
2021-02-01,UK-DE,Exports,2021.0,1,2,62.0,4744530.311719045,1201.14736,346.361,187.51961611197683,101.5,1,-1.3,0.0,-1525.207138764014,1.154,129.5743126976694,3949.9985345004175,15.372502999187649,7.0910325123051035,5.847481583744852,8.281470486882546,5.233883459202128,0.14323416808590775,4.864254559779776
2021-03-01,UK-DE,Exports,2021.0,1,3,63.0,6594902.2246939605,1482.6087,342.935,166.7855324285332,101.5,1,1.2,0.5,-1479.4525456994188,1.175,129.78831520973003,4448.174508010077,15.701807518351773,7.30155845027501,5.837540924834539,8.400249068076763,5.11670875012289,0.16126814759612232,4.8659047787211245
2021-04-01,UK-DE,Exports,2021.0,2,4,64.0,8074467.1948198145,2207.51988,351.952,141.3001663096493,101.5,1,0.8,-0.2,-2177.88594027976,1.1492,130.00267116433815,3657.70984350991,15.904217442830424,7.6996249381000785,5.863494802663367,8.204592504730346,4.950886466686599,0.13906604812299744,4.867554997662473
2021-05-01,UK-DE,Exports,2021.0,2,5,65.0,7025114.036768258,1828.55533,355.132,172.09620892868668,101.5,1,-1.1,-1.0,-1390.8914696588422,1.1624,130.21738114523285,3841.893062523986,15.765002006044252,7.51128149690739,5.872489551349322,8.253720509136862,5.148053674669734,0.1504868332739362,4.869205216603821
2021-06-01,UK-DE,Exports,2021.0,2,6,66.0,12804893.045157297,2451.44928,413.406,149.131269416058,101.5,1,0.1,-0.7,-840.2225900613967,1.1667,130.43244573711732,5223.397093966104,16.36533792499652,7.804434671503407,6.024430160930443,8.560903253493114,5.004826920882619,0.1541792508476743,4.870855435545169
2021-07-01,UK-DE,Exports,2021.0,3,7,67.0,10465094.169515803,2368.51572,424.491,182.171409450722,101.5,0,1.2,-1.6,-506.83602302855707,1.1715,130.64786552566045,4418.418708876377,16.163555912342133,7.770018759453877,6.050890804113221,8.393537152888255,5.204948054020668,0.15828497896571328,4.872505654486518
2021-08-01,UK-DE,Exports,2021.0,3,8,68.0,11515271.531037522,3004.65387,411.031,157.1952139740155,101.5,0,-2.2,0.6,-1454.9144048169646,1.1649,130.86364109749843,3832.478558016908,16.259184671596117,8.007917655642862,6.018668637442607,8.251267015953255,5.057488434073717,0.1526352464235943,4.874155873427866
2021-09-01,UK-DE,Exports,2021.0,3,9,69.0,13623218.064260278,3838.4964,443.132,171.30044767776016,101.5,0,0.1,-0.9,-3322.2495721544788,1.164,131.07977304023623,3549.102733106713,16.427286105686097,8.252836006401159,6.093867694058661,8.174450099284938,5.14341901874032,0.15186234930924603,4.875806092369214
2021-10-01,UK-DE,Exports,2021.0,4,10,70.0,10657190.015616328,2573.68537,483.617,136.92023897318535,101.5,0,0.4,-1.4,-457.15811575032967,1.1841,131.29626194244943,4140.828610925479,16.181745341166717,7.853094146807669,6.181293271141809,8.328651194359049,4.919398559009464,0.16898299235477401,4.877456311310563
2021-11-01,UK-DE,Exports,2021.0,4,11,71.0,11743098.191171726,2275.33172,425.588,175.87287993217254,101.5,0,0.5,1.3,-553.6477986684185,1.1731,131.5131083936856,5161.048865073496,16.27877623798915,7.729881131744673,6.0534717421412125,8.548895106244478,5.169761460960605,0.15964981752953764,4.879106530251911
2021-12-01,UK-DE,Exports,2021.0,4,12,72.0,6973732.652010301,1654.8481,482.083,201.43366532410735,101.5,0,2.0,-1.0,-3178.1940855812536,1.1893,131.730312984466,4214.122524001025,15.75766117052599,7.411464501121553,6.17811629839615,8.346196669404438,5.30546012284023,0.17336489875106262,4.880756749193259
2022-01-01,UK-DE,Exports,2022.0,1,1,73.0,4785448.928944758,1055.29508,583.464,155.279658979555,102.0,0,-0.7,0.4,-1491.980656017794,1.1971,131.94787630628724,4534.702207599374,15.381090398519516,6.961575703484806,6.368982753165196,8.41951469503471,5.045227742693705,0.17990196527518718,4.882406968134608
2022-02-01,UK-DE,Exports,2022.0,1,2,74.0,7372198.909122356,1523.41125,645.583,140.442501940303,102.0,0,0.6,-0.9,-1392.2676536130175,1.1961,132.1657989516228,4839.2703605952465,15.813226579111914,7.328707342708585,6.470153784514867,8.48451923640333,4.944798166153673,0.17906626407328194,4.884057187075956
2022-03-01,UK-DE,Exports,2022.0,1,3,75.0,6979470.809255113,1794.65713,850.902,229.2447416565428,102.0,0,-1.8,-0.3,-2372.751690369188,1.1873,132.38408151392463,3889.0274318053794,15.758483656571467,7.492569268749319,6.746296963305212,8.265914387822148,5.434790173715576,0.17168182168960952,4.885707406017304
2022-04-01,UK-DE,Exports,2022.0,2,4,76.0,11804427.952028424,1911.27365,1051.24,168.82774660506905,102.0,0,0.3,0.5,808.1548794006112,1.1925,132.6027245876249,6176.210273201027,16.283985269219055,7.555525131267433,6.957725698756777,8.728460137951624,5.128878944276112,0.17605194378035913,4.887357624958653
2022-05-01,UK-DE,Exports,2022.0,2,5,77.0,8146316.748832437,2033.28051,1000.198,190.45301794086703,102.0,0,2.5,0.4,-2482.588347986957,1.174,132.8217287681375,4006.489369650446,15.913076450406106,7.6174057824673165,6.907953259382724,8.29567066793879,5.249405539167488,0.16041672140590466,4.889007843900001
2022-06-01,UK-DE,Exports,2022.0,2,6,78.0,7432268.0590517,1839.53355,1029.4,152.81057402833767,102.0,0,-0.7,-1.5,-4039.566531413654,1.1617,133.04109465185968,4040.300357148528,15.82134162705084,7.517267313030314,6.9367313872186545,8.304074314020525,5.029199076094225,0.14988444953729202,4.890658062841349
2022-07-01,UK-DE,Exports,2022.0,3,7,79.0,8783654.452987768,1557.2356,910.716,222.78993756365375,102.0,0,-2.0,0.1,-745.0860325334806,1.1914,133.26082283617367,5640.543057831305,15.988403103727691,7.350667477021345,6.814231103322483,8.637735626706345,5.406229343494867,0.17512908621245002,4.8923082817826975
2022-08-01,UK-DE,Exports,2022.0,3,8,80.0,4258435.687348809,830.10753,957.419,183.0348267700993,102.0,0,2.2,-0.2,-1371.478946066458,1.1561,133.4809139194484,5129.980795799804,15.264412441265087,6.721555246616088,6.864241122176156,8.542857194648999,5.209676444953851,0.14505227169913884,4.893958500724046
2022-09-01,UK-DE,Exports,2022.0,3,9,81.0,6068246.197347373,1581.31177,878.706,201.73848940265736,102.0,0,1.3,-1.6,-3032.435021400058,1.139,133.70136850104095,3837.476146368893,15.618580191690675,7.366010015744472,6.778450370747519,8.252570175946204,5.3069722517561715,0.1301506844650451,4.895608719665394
2022-10-01,UK-DE,Exports,2022.0,4,10,82.0,7272089.799654868,1275.72375,913.629,207.2753347956232,102.0,0,-1.0,0.4,-904.7570106060448,1.1601,133.92218718129843,5700.3640479805035,15.79955426345062,7.151268943600702,6.817424580954879,8.648285319849919,5.3340480292253085,0.14850620829922395,4.897258938606742
2022-11-01,UK-DE,Exports,2022.0,4,11,83.0,4908213.581737773,1134.55581,763.209,210.37489419320417,102.0,0,0.2,0.9,-3894.941616432689,1.1587,134.14337056155932,4326.110305439952,15.406420600927586,7.03399649648724,6.637531912517376,8.372424104440345,5.348891149567073,0.14729868702087964,4.898909157548091
2022-12-01,UK-DE,Exports,2022.0,4,12,84.0,6967926.135309175,1256.94848,746.818,150.03712407268858,102.0,0,-1.9,-1.2,-1656.301372961267,1.1295,134.36491924415532,5543.525646579544,15.756828196899905,7.136442221274543,6.615821514215877,8.620385975625362,5.010882757292637,0.12177505692592086,4.900559376489439
2023-01-01,UK-DE,Exports,2023.0,1,1,85.0,3356031.788591783,552.49067,752.88,161.42711351828396,102.5,0,1.6,-0.4,-1735.3105414693982,1.1344,134.586833832413,6074.368257823762,15.026269818691175,6.314436546371495,6.623905852550532,8.711833272319678,5.084053731307625,0.12610387679572607,4.902209595430787
2023-02-01,UK-DE,Exports,2023.0,1,2,86.0,3232488.6679695584,818.18182,756.818,152.96728106380317,102.5,0,1.1,0.0,-3809.5141445171903,1.1369,134.80911493065523,3950.819474294306,14.988762883966803,6.707084585742209,6.629122801810005,8.281678298224595,5.030224049267234,0.12830526015292387,4.903859814372136
